title,genre,producer,country,country_duble,year,year_duble,imdb
Игра Джеральда,"Жанры игрового кино,Фильм ужасов,Триллер","(['Флэнаган, Майк (режиссёр)'],)",,Соединённые Штаты Америки,"2017,Дом игрушек Пи-ви,Специальные корреспонденты,Brahman Naman,Перерождение,Таллула,Поцелуй,Талисманы,Я прелесть, живущая в доме,Благодать,Blue Jay,Похищение монет,iБой,Imperial Dreams,День любимой,Раскалённые пески,Дейдра и Лани грабят поезд,Самая ненавистная женщина Америки,Отыграйся,Песочный замок,Бродяги,Мелкие преступления,Красавчик,Озеро Шиммер,Невероятная Джессика Джеймс,Маленькое зло,Наши души по ночам,Водила,Убийца,Принц на Рождество,Рождество в Эль-Камино,Рождественское наследие,Король польки,Годзилла: Планета чудовищ,6 Balloons,Придержи тьму,Come Sunday,A Futile and Stupid Gesture","[en],[en],[en],[en],[en],[en],[en],[en],[en],[en],[en],[en],[en],[en],[en],[en],[en],[en],[en],[en],[en],[en],[en],[en],[en],[en],[en],[en],[en],[en],[en],[en],[en],[en],[en],[en],[en]",6.5
Игра теней,"Жанры игрового кино,Боевик (киножанр),Фильм-триллер","([],)",,"Соединённые Штаты Америки,Китай,Австралия","10 февраля,2022,11 февраля,2022,17 февраля,2022,18 февраля,2022,23 февраля,2022,24 февраля,2022,25 февраля,2022,17 марта,2022"," , , , , , , , ",4.8
Игра со смертью,"Жанры игрового кино,Драматический фильм,Боевик (киножанр),Романтический фильм","(['Аббас и Мастан Бурмавалла'],)",,Индия,1993,,7.6
Игра смерти,"Жанры игрового кино,Фильм о боевых искусствах,Жанры игрового кино,Фильм о боевых искусствах","(['Ли, Брюс', 'Клауз, Роберт (страница отсутствует)', 'Хун, Саммо', 'Ли, Брюс'],)","Гонконг,Гонконг",,Годфри Годар,"1972,Хо Ланшань,1978",5.9
Игра с огнём,"Жанры игрового кино,Боевик (киножанр),Триллер,Драма (жанр),Мелодрама,Фильм-биография,Исторический фильм","(['Филлип Нойс'],)","Франция,Великобритания,ЮАР,США",,,2006,6.7
Игра с огнём,"Жанры игрового кино,Драма (жанр)","(['Хоппер, Деннис'],)",,Соединённые Штаты Америки,,1990,6.4
Игры шпионов,Жанры игрового кино,"([],)",Великобритания,,,2020,7.2
Идеальный голос 3,"Жанры игрового кино,Кинокомедия,Мюзикл","([],)",США,,,2017,5.8
Идеальный голос 2,"Жанры игрового кино,Кинокомедия,Мюзикл","(['Бэнкс, Элизабет'],)",США,,,2015,6.4
Идеальный голос,"Жанры игрового кино,Кинокомедия,Мюзикл","([],)",США,,,2012,7.1
Идеальные незнакомцы,"Жанры игрового кино,Драма (жанр),Кинокомедия","(['Дженовезе, Паоло'],)",Италия,,,2016,7.7
Идеальные незнакомцы,"Жанры игрового кино,Драматический фильм,Кинокомедия","([],)",,Израиль,"11 ноября,2021", ,7.1
Прекрасные дни,"Жанры игрового кино,Драма (жанр)","(['Вендерс, Вим'],)",,"Япония,Германия",,2023,7.9
Идеальное убийство,"Жанры игрового кино,Криминальный фильм,Комедия","([],)","Великобритания,Индия",,,1988,5.9
Идеальное убийство,"Жанры игрового кино,Триллер,Драма (жанр)","(['Дэвис, Эндрю (режиссёр)'],)",,,,1998,6.6
