title,genre,producer,country,country_duble,year,year_duble,imdb
Жена сознаётся,"Жанры игрового кино,Драма (жанр),Мелодрама","(['Ясудзо Масумура'],)",Япония,,,1961,7.5
Жена смотрителя зоопарка,"Жанры игрового кино,Военный фильм,Драма (жанр)","(['Каро, Ники'],)",США,,,2017,7.0
За наших любимых,Жанры игрового кино,"(['Пиала, Морис'],)",Франция,,,1983,7.1
За нас с вами,"Жанры игрового кино,Драматический фильм","(['Смирнов, Андрей Сергеевич'],)",Россия,,,2023,6.7
За нас двоих,"Жанры игрового кино,Драма (жанр)","(['Лелуш, Клод'],)","Франция,Канада",,,1979,6.3
За мной последний танец,"Жанры игрового кино,Драма (жанр)","(['Картер, Томас (режиссёр)'],)",США,,,2001,6.2
За мечтой,"Жанры игрового кино,Драма (жанр)","(['Макс Мингелла'],)","Великобритания,США",,,2018,6.1
За Маркса…,"Жанры игрового кино,Криминальная драма","(['Баскова, Светлана Юрьевна'],)",Россия,,,2012,6.4
За лесом,"Жанры игрового кино,Фильм нуар,Мелодрама","(['Кинг Видор'],)",США,,,1949,6.8
За кулисами,"Жанры игрового кино,Трагикомедия","(['Эвелина Барсегян'],)",Россия,,,2019,5.1
За кулисами,"Жанры игрового кино,Кинокомедия","(['Роско Арбакл'],)",США,,,1919,6.6
За кровь платят кровью,"Жанры игрового кино,Драма (жанр),Триллер (жанр)","(['Хэкфорд, Тэйлор'],)",США,,,1993,7.9
За королеву и страну,"Жанры игрового кино,Драма (жанр),Боевик (киножанр)","(['Мартин Стеллмэн (страница отсутствует)'],)","Великобритания,США",,,1988,5.6
За канделябрами,"Жанры игрового кино,Фильм-биография,Мелодрама","(['Содерберг, Стивен'],)",США,,,,7.0
…за имя Моё,,"(['Можар, Мария Ивановна'],)",Россия,,,2005,7.1
За зелёной дверью,"Жанры игрового кино,Порнофильм","([],)",,Соединённые Штаты Америки,"17 декабря,1972", ,5.8
За закрытыми дверями,Жанры игрового кино,"(['Одри, Жаклин'],)",Франция,,1954,,6.9
За закрытыми дверями,"Жанры игрового кино,Фильм нуар","(['Бадд Беттикер'],)",США,,,,6.5
За завесой секретности,"Жанры игрового кино,Драма (жанр),Триллер","(['Лоуч, Кен'],)",Великобритания,,,1990,6.9
За двумя зайцами,"Жанры игрового кино,Кинокомедия","(['Иванов, Виктор Михайлович (режиссёр)'],)",,Союз Советских Социалистических Республик,1961,,8.0
За двумя зайцами,"Жанры игрового кино,Мюзикл","(['Паперник, Максим Юрьевич'],)","Россия,Украина",,,2004,5.1
За гранью страха,"Жанры игрового кино,Фильм ужасов,Триллер,Слэшер (жанр)","(['Зев Берман (страница отсутствует)'],)",США,,,2007,5.6
За гранью реальности,"Жанры игрового кино,Приключенческий фильм,Научная фантастика в кинематографе,Фильм-ограбление,Фильмы о супергероях","([],)",Россия,,,2018,4.5
За гранью жизни,"Жанры игрового кино,Триллер,Криминал","([],)",США,,,2021,3.3
За гранью,"Жанры игрового кино,Мелодрама,Драма (жанр),Военный","(['Мартин Кэмпбелл'],)",,,,2003,6.4
За высокой стеной,"Жанры игрового кино,Фильм нуар","(['Биберман, Эбнер'],)",США,,,1956,6.4
За всё заплачено,"Жанры игрового кино,Драма (жанр)","(['Салтыков, Алексей Александрович'],)",СССР,,,1988,7.5
За всё в ответе,"Жанры игрового кино,Драма (жанр),Экранизация","(['Натансон, Георгий Григорьевич'],)",СССР,,,1972,6.4
За власть Советов,"Жанры игрового кино,Экранизация,Драма (жанр),Военный фильм,Исторический фильм","(['Бунеев, Борис Алексеевич'],)",СССР,,,1956,6.5
За витриной универмага,"Жанры игрового кино,Кинокомедия","(['Самсонов, Самсон Иосифович'],)",СССР,,,1955,6.3
За бортом,"Жанры игрового кино,Романтическая комедия","([],)",США,,,2018,6.0
За бортом,"Жанры игрового кино,Кинокомедия,Мелодрама","(['Маршалл, Гарри'],)",,,,1987,6.9
З/Л/О: Новый вирус,"Жанры игрового кино,Фильм ужасов,Найденная плёнка","(['Джастин Бенсон', 'Аарон Мурхед', 'Вигалондо, Начо'],)",США,,,2014,4.2
З/Л/О 99,"Жанры игрового кино,Фильм ужасов,Найденная плёнка","(['Flying Lotus'],)",США,,,2022,5.1
З/Л/О 94,"Жанры игрового кино,Фильм ужасов,Найденная плёнка","(['Барретт, Саймон'],)",США,,,2021,5.5
З/Л/О 2,"Жанры игрового кино,Фильм ужасов,Псевдодокументальный фильм","(['Саймон Барретт', 'Адам Вингард', 'Гарет Эванс'],)","США,Канада,Индонезия",,,2013,6.0
З/Л/О,"Жанры игрового кино,Фильм ужасов,Псевдодокументальный фильм","(['Вингард, Адам', 'Тай Уэст'],)",США,,,2012,5.8
Жена священника,"Жанры игрового кино,Комедия","([],)",США,,,1996,5.7
Жена священника,"Жанры игрового кино,Трагикомедия","(['Ризи, Дино'],)",Италия,,,1971,6.3
Жена путешественника во времени,"Жанры игрового кино,Драма (жанр),Фэнтези,Мелодрама","(['Швентке, Роберт'],)",США,,,2009,7.1
Жена против секретарши,"Жанры игрового кино,Мелодрама,Кинокомедия","(['Браун, Кларенс'],)",,Соединённые Штаты Америки,1936,,7.0
Жена номер один,"Жанры игрового кино,Кинокомедия","([],)",,Индия,,1999,5.7
Жена мясника,"Жанры игрового кино,Кинокомедия","(['Хьюз, Терри (страница отсутствует)'],)",,,,1991,5.4
Жена моего учителя,"Жанры игрового кино,Кинокомедия","(['Брюс Ледди (страница отсутствует)'],)",,,,1995,5.5
Жена керосинщика,"Жанры игрового кино,Драма (жанр)","(['Александр Кайдановский'],)",СССР,,,1988,7.4
Жена кентавра,"Жанры игрового кино,Драматический фильм,Немой кинематограф","([],)",,Соединённые Штаты Америки,1924,,5.6
Жена епископа,"Жанры игрового кино,Кинокомедия,Драма (жанр)","(['Генри Костер'],)",,Соединённые Штаты Америки,,1947,7.6
Жена для метрдотеля,"Жанры игрового кино,Драма (жанр),Детективный фильм","(['Чечулин, Александр Михайлович'],)",СССР,,,1991,5.3
Жена для австралийца,"Жанры игрового кино,Кинокомедия","(['Барея, Станислав'],)",Польша,,,1963,5.8
Жена астронавта,"Жанры игрового кино,Драма (жанр),Триллер,Кинофантастика","(['Рэнд Рэвич (страница отсутствует)'],)",США,,,1999,5.4
Жена,"Жанры игрового кино,Драма (жанр)","(['Рунге, Бьёрн'],)","Швеция,Великобритания,США",,,2017,7.2
Жена,"Жанры игрового кино,Чёрная комедия,Драма (жанр)","(['Нунен, Том'],)",США,,,1995,6.7
Жемчужины короны,"Жанры игрового кино,Кинокомедия","([],)",,Франция,1937,,6.9
Жемчужина смерти,"Жанры игрового кино,Детективный фильм","([],)",,Соединённые Штаты Америки,"1944,1 августа,1944", ,7.1
Жемчужина Нила,"Жанры игрового кино,Приключенческий фильм","(['Тиг, Льюис (страница отсутствует)'],)",США,,,1985,6.1
Жемчужина в короне,"Жанры игрового кино,Драматический фильм","([],)",,Польша,1972,,7.3
Жемчужина,"Жанры игрового кино,Драма (жанр)","(['Фернандес, Эмилио'],)",,"Соединённые Штаты Америки,Мексика",,1947,7.4
Жёлтый платочек счастья,Жанры игрового кино,"([],)",США,,,2008,6.7
Жёлтый платочек счастья,Жанры игрового кино,"(['Ёдзи Ямада'],)","Япония,[en],[en]",,"Репортёр,Кейко, будь осторожна","1977,[en],[de]",7.3
Жёлтый карлик,"Жанры игрового кино,Кинокомедия,Мелодрама","(['Астрахан, Дмитрий Хананович'],)",Россия,,,2001,6.5
Жёлтый дом,"Жанры игрового кино,Драма (жанр)","(['Амор Хаккар (страница отсутствует)'],)","Алжир,Франция",,,2007,7.0
Жёлтый билет,"Жанры игрового кино,Драма (жанр)","(['Виктор Янсон'],)",Германская империя,,,1918,6.2
Жёлтый,"Жанры игрового кино,Драматический фильм","([],)",,Соединённые Штаты Америки,"8 сентября,2012", ,4.9
Жёлтые цветы на зелёной траве,"Жанры игрового кино,Драма (жанр)","(['Виктор Ву'],)",Вьетнам,,,2015,7.4
Жёлтые страницы,"Жанры игрового кино,Кинокомедия,Триллер","([],)","Великобритания,Норвегия,США",,,1988,4.1
Жёлтые птицы,"Жанры игрового кино,Драма (жанр),Военный фильм","([],)","США,Марокко",,,2017,5.8
Желтолицый тигр,"Жанры игрового кино,Боевик (киножанр),Триллер,Детективный фильм","(['Ло Вэй (режиссёр)'],)","Гонконг,США",,,1974,4.2
Жёлтое море,"Жанры игрового кино,Боевик (киножанр),Триллер","(['На Хончжин'],)",Республика Корея,,,2010,7.3
Жёлтая земля,"Жанры игрового кино,Драма (жанр),Музыкальный фильм","(['Чэнь Кайгэ'],)",,,,1984,7.1
Жёлтая ворона,"Жанры игрового кино,Драма (жанр)","(['Госё, Хэйноскэ'],)",Япония,,,1957,7.0
Желтая борода,"Жанры игрового кино,Боевик (киножанр),Приключенческий фильм,Кинокомедия","([],)",Великобритания,,,1983,5.9
Железо,"Жанры игрового кино,Кинофантастика,Триллер,Постапокалиптика","(['Стэнли, Ричард'],)","Великобритания,США",,,1990,5.9
Железный шериф,"Жанры игрового кино,Вестерн","(['Салкоу, Сидни (страница отсутствует)'],)",США,,,1957,6.0
Железный человек,"Жанры игрового кино,Нуар (кино),Спортивный фильм","(['Джозеф Певни'],)",США,,,1951,6.3
Железный человек,"Жанры игрового кино,Драма (жанр)","(['Браунинг, Тод'],)",,Соединённые Штаты Америки,1931,,5.8
Железный человек 3,"Жанры игрового кино,Боевик (киножанр),Приключенческий фильм,Научная фантастика в кинематографе,Супергеройский фильм","(['Блэк, Шейн'],)",,Соединённые Штаты Америки,,,7.1
Железный человек 2,"Жанры игрового кино,Боевик (киножанр),Кинофантастика,Приключенческий фильм,Супергеройский фильм","(['Фавро, Джон'],)",США,,,,6.9
Железный человек,"Жанры игрового кино,Боевик (киножанр),Приключенческий фильм,Научно-фантастический фильм,Супергеройский фильм","(['Фавро, Джон'],)",США,,,,7.9
Железный Флаг,"Жанры игрового кино,Боевик (киножанр),Драма (жанр)","(['Чжан Чэ'],)",Гонконг,,,1980,6.9
Железный треугольник,"Жанры игрового кино,Драма (жанр)","(['Уэстон, Эрик (страница отсутствует)'],)",,,,1989,5.8
Железный телохранитель,"Жанры игрового кино,Боевик (киножанр),Приключенческий фильм","(['Чжан Чэ', 'Пао Сюэли (страница отсутствует)'],)",Гонконг,,,1973,6.2
Железный орёл 2,"Жанры игрового кино,Боевик (киножанр)","(['Фьюри, Сидни'],)","Канада,Израиль",,"1988,5 января,1989", ,3.9
Железный орёл,"Жанры игрового кино,Боевик (киножанр)","(['Фьюри, Сидни'],)",,,,1986,5.5
Железный рыцарь,"Жанры игрового кино,Приключенческий фильм,Боевик (киножанр),Исторический фильм","([],)","Великобритания,США,Германия",,,2011,6.1
Железный поток,"Жанры игрового кино,Исторический фильм,Драма (жанр)","(['Дзиган, Ефим Львович'],)",СССР,,,1967,7.1
Железный кулак,"Жанры игрового кино,Боевик (киножанр)","(['RZA'],)",США,,,2012,5.4
Железный крест 2,"Жанры игрового кино,Военный фильм,Драма (жанр)","(['Эндрю МакЛаглен (страница отсутствует)'],)",ФРГ,,,1979,5.0
Железный крест,"Жанры игрового кино,Военный фильм,Драма (жанр)","(['Сэм Пекинпа'],)","ФРГ,Великобритания",,,1977,7.4
Железный конь,"Жанры игрового кино,Вестерн,Драма (жанр)","(['Форд, Джон (режиссёр)'],)",США,,,1924,7.2
"Железный коготь («Маска с белыми зубами»; «Маска, которая смеётся»)","Жанры игрового кино,Приключенческий фильм","([],)",,Соединённые Штаты Америки,1916,,6.0
Железный занавес,"Жанры игрового кино,Пропагандистский фильм,Биографический фильм","([],)",,Соединённые Штаты Америки,1948,,6.3
Железное поле,"Жанры игрового кино,Драма (фильм)","(['Лапшин, Ярополк'],)",СССР,,,1986,5.9
Железное небо: Грядущая раса,"Жанры игрового кино,Кинофантастика,Кинокомедия,Пародия,Сатира,Альтернативная история","(['Вуоренсола, Тимо'],)",,"Финляндия,Германия",2019,,5.0
Железное небо,"Жанры игрового кино,Фантастика,Комедия,Пародия,Альтернативная история,Политика","(['Вуоренсола, Тимо'],)","Германия,Финляндия,Австралия",,,2012,5.9
Железное кунг-фу кантонца,"Жанры игрового кино,Боевик (киножанр)","(['Лэй Чхиу (страница отсутствует)'],)",Гонконг,,,1979,5.6
Железнодорожный романс,"Жанры игрового кино,Мелодрама","(['Соловов, Иван Иванович'],)",Россия,,,2002,6.4
Железнодорожный роман,"Жанры игрового кино,Драма (жанр),Детектив","(['Лелуш, Клод'],)",,,,2007,7.1
Железнодорожные тигры,"Жанры игрового кино,Кинокомедия,Боевик (киножанр),Военный фильм","(['Дин Шэн'],)",Китай,,,2016,5.8
Железнодорожные злодеи,"Жанры игрового кино,Драматический фильм","(['Эдвин Портер'],)",США,,,1905,5.7
Железнодорожник,"Жанры игрового кино,Кинокомедия,Роуд-муви","(['Джеральд Поттертон'],)",Канада,,,1965,7.0
Железная хватка,"Жанры игрового кино,Вестерн,Драматический фильм,Приключенческий фильм","(['Братья Коэн'],)",,Соединённые Штаты Америки,,2010,7.6
Железная сотня,"Жанры игрового кино,Драма (жанр),Военный фильм,Боевик (киножанр)","(['Олесь Янчук'],)","Австралия,Украина",,,2004,6.1
Железная Пята Олигархии,"Жанры игрового кино,Драма (жанр)","(['Баширов, Александр Николаевич'],)",Россия,,,1999,5.6
Железная Обезьяна,"Жанры игрового кино,Боевик (киножанр)","(['Чэнь Гуаньтай'],)","Гонконг,Китайская Республика",,,1977,6.4
Железная обезьяна,"Жанры игрового кино,Боевик (киножанр),Комедия,Приключенческий фильм,Кунг-фу","(['Юнь Вопхин'],)",Гонконг,,,,7.5
Железная маска,"Жанры игрового кино,Приключенческий фильм","(['Декуэн, Анри'],)","Франция,Италия",,,1962,5.8
Железная маска,"Жанры игрового кино,Драматический фильм,Немой кинематограф,d:Q52207399,Фильм плаща и шпаги","(['Двон, Аллан'],)",,Соединённые Штаты Америки,,1929,7.0
Железная леди,"Жанры игрового кино,Фильм-биография,Драма (жанр)","(['Филлида Ллойд'],)",Великобритания,,,2011,6.4
Железная корона,"Жанры игрового кино,Фэнтезийный фильм","([],)",,Италия,1941,,6.4
Железная госпожа,"Жанры игрового кино,Боевик (киножанр),Приключенческий фильм","([],)",Китайская Республика,,,1969,6.0
Ждите нас на рассвете,Жанры игрового кино,"(['Лотяну, Эмиль Владимирович'],)",СССР,,,1963,6.3
"Ждите меня, острова!","Жанры игрового кино,Мелодрама (жанр)","(['Лебедев, Николай Иванович (кинорежиссёр)', 'Шапиро, Иосиф Соломонович (кинорежиссёр)'],)",СССР,,,1977,5.0
"Жди меня, Анна","Жанры игрового кино,Киноповесть,Военный","(['Виноградов, Валентин Николаевич'],)",СССР,,,,7.1
Жди меня,"Жанры игрового кино,Драма (жанр),Военный фильм","(['Столпер, Александр Борисович', 'Иванов, Борис Григорьевич'],)",СССР,,,1943,7.3
"Ждём тебя, парень",Жанры игрового кино,"(['Батыров, Равиль Исмаилович'],)",СССР,,,1972,8.0
Жгучая тайна,"Жанры игрового кино,Драма (жанр)","(['Биркин, Эндрю'],)",Великобритания,,,1988,6.6
Жги!,"Жанры игрового кино,Драма (жанр),Мелодрама,Музыкальный фильм","(['Плетнёв, Кирилл Владимирович'],)",Россия,,,2017,6.1
Жатва,"Жанры игрового кино,Фильм ужасов,Триллер","(['Хопкинс, Стивен (режиссёр)'],)",США,,,2007,5.6
Жасмин,"Жанры игрового кино,Драма (жанр)","(['Аллен, Вуди'],)",США,,,2013,7.3
Жаркое лето в Кабуле,"Жанры игрового кино,Драма (жанр)","(['Али Хамраев', 'Вали Латифи (страница отсутствует)'],)",СССР,,,1983,6.4
Жаркое американское лето,"Жанры игрового кино,Кинокомедия,Сатира","(['Уэйн, Дэвид'],)",,Соединённые Штаты Америки,,2001,6.5
Жаркий полдень,"Жанры игрового кино,Драма (жанр)","(['Хеския, Зако'],)",Болгария,,,1965,7.0
Жаркие летние ночи,"Жанры игрового кино,Драма (жанр)","([],)",США,,,,6.4
Жареные зелёные помидоры,"Жанры игрового кино,Комедия-драма","(['Джон Эвнет'],)",США,,,1991,7.7
Жареные голубки,"Жанры игрового кино,Кинокомедия","(['Хмелевский, Тадеуш'],)",Польша,,,1966,6.5
Жара и пыль,"Жанры игрового кино,Драма (жанр),Мелодрама","(['Айвори, Джеймс (режиссёр)'],)",,Великобритания,1983,,6.5
Жара,"Жанры игрового кино,Кинокомедия,Мелодрама","(['Резо Гигинеишвили'],)",Россия,,,2006,4.3
Жара,"Жанры игрового кино,Драма (жанр)","(['Нойс, Филлип'],)",,,,1982,6.4
Жар-птица,"Жанры игрового кино,Драма (жанр),Мелодрама","([],)","Великобритания,Эстония",,,2021,7.1
Жар тела,"Жанры игрового кино,Триллер,Эротика,Неонуар","(['Кэздан, Лоуренс'],)",США,,,1981,7.4
Жар,"Жанры игрового кино,Драма (жанр)","(['Чепмен, Мэтью'],)",США,,,1986,4.9
Жапплу,"Жанры игрового кино,Драматический фильм","([],)",,"Франция,Канада","13 марта,2013,6 февраля,2014"," , ",6.6
Жаннетт: Детство Жанны д’Арк,"Жанры игрового кино,Драматический фильм,Музыкальный фильм","([],)",,Франция,"2017,25 декабря,2019,6 сентября,2017"," , ",5.9
Жанна Парижская,"Жанры игрового кино,Мелодрама,Драма (жанр),Военный фильм","(['Стивенсон, Роберт (режиссёр)'],)",США,,,1942,6.8
Жанна и отличный парень,Жанры игрового кино,"(['Оливье Дюкастель', 'Мартино, Жак'],)",Франция,,,1998,6.3
Жанна Дюбарри,"Жанры игрового кино,Исторический фильм,Биографический фильм,Драматический фильм","([],)",,"Франция,Великобритания,Бельгия",,2023,6.7
"Жанна Дильман, набережная Коммерции 23, Брюссель 1080","Жанры игрового кино,Артхаус,Драматический фильм","(['Акерман, Шанталь'],)","Бельгия,Франция",,,1975,7.5
Жанна д'Арк,"Жанры игрового кино,Исторический фильм,Фильм-биография,Драма (жанр)","(['Люк Бессон'],)","Франция,Чехия,США",,,1999,6.4
Жанна д’Арк,"Жанры игрового кино,Фильм-биография,Драма (жанр),Исторический фильм,Военный фильм","(['Виктор Флеминг'],)",,Соединённые Штаты Америки,,1948,6.4
К югу от границы,"Жанры игрового кино,Документальный фильм","(['Оливер Стоун'],)",США,,,2009,7.0
К чему помыслы о любви?,"Жанры игрового кино,Драма (жанр),Мелодрама","(['Ахим фон Боррис (страница отсутствует)'],)",Германия,,,2004,6.9
К тебе или ко мне?,"Жанры игрового кино,Романтическая комедия","([],)",,Соединённые Штаты Америки,"10 февраля,2023", ,5.7
К счастью,"Жанры игрового кино,Фильм-триллер,Кинокомедия","([],)",,Соединённые Штаты Америки,,2021,5.3
К чёрту добродетель,Жанры игрового кино,"(['Жан Лавирон (страница отсутствует)'],)",Франция,,,1953,5.0
К чему-то прекрасному,"Жанры игрового кино,Драма (жанр)","(['Лангсет, Лиза'],)",Швеция,,,2010,6.9
К чёрту любовь!,"Жанры игрового кино,Комедия","(['Пейтон Рид'],)",США,,,2003,6.3
К чёрту на рога,"Жанры игрового кино,Драматический фильм,Кинокомедия","([],)",,Италия,"1 января,2016,22 сентября,2016"," , ",6.6
К чуду,"Жанры игрового кино,Драма (жанр),Мелодрама","(['Малик, Терренс'],)",США,,,2012,5.8
К Чёрному морю,"Жанры игрового кино,Кинокомедия","(['Тутышкин, Андрей Петрович'],)",СССР,,,1957,5.6
К расследованию приступить,"Жанры игрового кино,Детектив (жанр)","(['Бенкендорф, Андрей Александрович (кинорежиссёр)'],)",СССР,,,,6.6
К радости,"Жанры игрового кино,Драма (жанр)","(['Ингмар Бергман'],)",Швеция,,,1950,7.2
К новому берегу,Жанры игрового кино,"(['Луков, Леонид Давидович'],)",СССР,,,1955,6.5
К нам приехала ярмарка,"Жанры игрового кино,Детское кино,Музыкальный фильм","(['Пливова-Шимкова, Вера'],)",Чехословакия,,,1973,6.4
К лучшему,"Жанры игрового кино,Трагикомедия","([],)",Великобритания,,,,6.5
К кому залетел певчий кенар,"Жанры игрового кино,Драма (жанр),Мелодрама","(['Зобин, Вадим Николаевич'],)",СССР,,,1980,7.1
К звёздам,"Жанры игрового кино,Фантастика,Триллер,Драма (жанр),Приключения","(['Грэй, Джеймс'],)",,Соединённые Штаты Америки,"18 сентября,2019,20 сентября,2019,19 сентября,2019,29 августа,2019"," , , , ",6.5
К востоку от Суэца,"Жанры игрового кино,Мелодрама","(['Рауль Уолш'],)",США,,,1925,5.0
К Востоку от Рая,"Жанры игрового кино,Драма (жанр)","(['Элиа Казан'],)",,Соединённые Штаты Америки,,1955,7.8
К востоку на Бикон,"Жанры игрового кино,Фильм нуар,Шпионский боевик","(['Альфред Л. Веркер'],)",США,,,1952,5.8
К бою готовы,"Жанры игрового кино,Бадди-муви,Кинокомедия","([],)",,Соединённые Штаты Америки,2000,,5.3
Кавказ,"Жанры игрового кино,Драма (жанр),Мелодрама","(['Гумбатов, Фарид Алиевич (страница отсутствует)'],)","Азербайджан,Россия",,,2007,6.9
Кавардак,"Жанры игрового кино,Кинокомедия,Фэнтези","([],)",Великобритания,,,1949,5.2
Кавалькада,"Жанры игрового кино,Драма (жанр)","(['Ллойд, Фрэнк (режиссёр)'],)",,Соединённые Штаты Америки,,1933,5.8
Сон кавалера,"Жанры игрового кино,Фильм ужасов","(['Эдвин Стэнтон Портер'],)",США,,,1898,5.2
Кавалерия,"Жанры игрового кино,Драма (жанр),Военный фильм","([],)",США,,,2018,6.5
Кавалерия,"Жанры игрового кино,Военный фильм,Драма (драма) (страница отсутствует),Мелодрама","(['Алессандрини, Гоффредо'],)",Италия,,,1936,5.8
Кавалеристы,"Жанры игрового кино,Вестерн,Военный фильм,Приключенческий фильм","(['Форд, Джон (режиссёр)'],)",,Соединённые Штаты Америки,1959,,7.1
Кавалер Золотой Звезды,"Жанры игрового кино,Драма","(['Райзман, Юлий Яковлевич'],)",СССР,,,,5.6
Кабульский экспресс,"Жанры игрового кино,Боевик (киножанр),Триллер,Приключенческий фильм,Роуд-муви","([],)",Индия,,,2006,6.8
Кабобланко,"Жанры игрового кино,Драма (жанр),Приключенческий фильм,Мелодрама","(['Томпсон, Джей Ли'],)","Мексика,США",,,1980,5.3
Кабирия,"Жанры игрового кино,Эпический фильм","(['Пастроне, Джованни'],)",,Королевство Италия (1861—1946),,1914,7.1
Кабинет доктора Калигари,"Жанры игрового кино,Триллер,Фильм ужасов","(['Вине, Роберт'],)",Германия,,,1920,8.0
Кабинет восковых фигур,"Жанры игрового кино,Фильм ужасов,Драма (жанр)","(['Лени, Пауль'],)",,Германия,,1924,6.6
Кабеса де Вака,"Жанры игрового кино,Биография,Драма (жанр),Исторический фильм","(['en:Nicolás Echevarría'],)",Мексика,,,1991,6.9
Кабельщик,"Жанры игрового кино,Чёрный юмор,Драма (жанр),Триллер","(['Стиллер, Бен'],)",США,,,1996,6.1
Кабаре,"Жанры игрового кино,Мелодрама,Мюзикл","(['Фосс, Боб'],)",США,"Премия Национального совета кинокритиков США за лучший фильм,Премия Национального совета кинокритиков США лучшему режиссёру,Фосс, Боб,Премия Национального совета кинокритиков США за лучшую мужскую роль второго плана (страница отсутствует),Грей, Джоэл,Премия Национального совета кинокритиков США за женскую роль второго плана (страница отсутствует),Мариса Беренсон,Премия «Золотой глобус» за лучший фильм — комедия или мюзикл,Премия «Золотой глобус» за лучшую женскую роль — комедия или мюзикл,Миннелли, Лайза,Премия «Золотой глобус» за лучшую мужскую роль второго плана — Кинофильм,Грей, Джоэл,Премия «Золотой глобус» за лучшую режиссёрскую работу,Фосс, Боб,Премия «Золотой глобус» за лучшую женскую роль второго плана — Кинофильм,Мариза Беренсон,Премия «Золотой глобус» за лучший сценарий,Джей Прессон Аллен (страница отсутствует),Премия «Золотой глобус» за лучшую песню,Джон Кандер,Премия «Золотой глобус» за лучший дебют актрисы,Мариса Беренсон,1973,BAFTA,Премия BAFTA за лучший фильм,Премия BAFTA за лучшую режиссуру,Премия BAFTA за лучшую режиссуру,Премия BAFTA за лучшую женскую роль,Миннелли, Лайза,Грей, Джоэл,Премия BAFTA за лучшую операторскую работу,Ансуорт, Джеффри,Алиса в Стране чудес (фильм, 1972),Премия BAFTA за лучшую работу художника-постановщика,Премия BAFTA за лучший звук,Премия BAFTA за лучшую женскую роль второго плана,Мариза Беренсон,Премия BAFTA за лучший сценарий,Джей Прессон Аллен (страница отсутствует),Премия BAFTA за лучший дизайн костюмов,Премия BAFTA за лучший монтаж,Премия «Оскар» за лучшую режиссуру,Фосс, Боб,Премия «Оскар» за лучшую женскую роль,Миннелли, Лайза,Премия «Оскар» за лучшую мужскую роль второго плана,Грей, Джоэл,Премия «Оскар» за лучшую музыку к фильму,Ральф Бёрнс (страница отсутствует),Премия «Оскар» за лучший монтаж,Премия «Оскар» за лучшую операторскую работу,Ансуорт, Джеффри,Премия «Оскар» за лучшую работу художника-постановщика,Премия «Оскар» за лучший звук,Премия «Оскар» за лучший фильм,Премия «Оскар» за лучший адаптированный сценарий,Джей Прессон Аллен (страница отсутствует),1973,Давид ди Донателло,Премия «Давид ди Донателло» лучшему иностранному режиссёру,Премия BAFTA за лучшую режиссуру,Премия «Давид ди Донателло» лучшей иностранной актрисе,Миннелли, Лайза,1973,Бодиль (премия),Премия BAFTA за лучшую режиссуру",,1972,7.8
Кабан-секач,"Жанры игрового кино,Фильм ужасов","(['Малкэхи, Рассел'],)",,,,1984,6.0
К2: Предельная высота,"Жанры игрового кино,Приключенческий фильм,Драма (жанр)","(['Фрэнк Роддам (страница отсутствует)'],)","Великобритания,Япония,США",,,1991,6.2
К-911. Собачья работа,"Жанры игрового кино,Боевик (киножанр),Кинокомедия,Криминальный фильм","([],)",США,,,1999,5.6
К-19,"Жанры игрового кино,Драма (жанр),Исторический фильм,Фильм-катастрофа","(['Кэтрин Бигелоу'],)","Германия,Канада,Великобритания,США,Россия",,,2002,6.7
К-9 III: Частные детективы,"Жанры игрового кино,Кинокомедия","([],)",США,,,2002,5.7
К-9,"Жанры игрового кино,Кинокомедия","(['Дэниэл, Род (страница отсутствует)'],)",США,,,1989,6.0
Каждое воскресенье,"Жанры игрового кино,Спортивный фильм,Драма (жанр),Музыкальный жанр,Альтернативный рок,Хип-хоп,R&B","(['Стоун, Оливер'],)",США,,,1999,6.9
Каждое Воскресенье,"Жанры игрового кино,Музыкальный фильм","(['Файст, Феликс Э.'],)",,Соединённые Штаты Америки,,1936,6.7
Каждая секретная вещь,"Жанры игрового кино,Драма (жанр),Детектив","(['Берг, Эми Джей'],)",США,,,2014,6.1
И корабль плывёт…,"Жанры игрового кино,Притча,Кинокомедия,Драма (жанр),Музыкальный фильм,Военный фильм","(['Феллини, Федерико'],)","Италия,Франция",,,1983,7.5
И с вами снова я…,"Жанры игрового кино,Драма (жанр),Фильм-биография","(['Галантер, Борис Давидович'],)",СССР,,,1981,6.5
Иван Бровкин на целине,Жанры игрового кино,"(['Лукинский, Иван Владимирович'],)",СССР,,,,6.8
Игра,"Жанры игрового кино,Комедия,Триллер","(['Дмитрий Астрахан'],)",Россия,,,2018,5.5
Игра,"Жанры игрового кино,Кинокомедия","(['Рогожкин, Александр Владимирович'],)",Россия,,,2008,4.6
Игра,"Жанры игрового кино,Драма (жанр),Триллер","(['Финчер, Дэвид'],)",США,,,1997,7.7
Игра,Жанры игрового кино,"(['Криевс, Арвидс', 'Пиесис, Гунар'],)",СССР,,,1981,7.0
Игла Remix,"Жанры игрового кино,Драма (жанр),Триллер","(['Нугманов, Рашид Мусаевич'],)","Россия,Казахстан",,,2010,5.2
Игла,"Жанры игрового кино,Триллер,Драма (жанр),Артхаус","(['Нугманов, Рашид Мусаевич'],)",СССР,,,1988,6.9
