title,genre,producer,country,country_duble,year,year_duble,imdb
Самка,"Жанры игрового кино,Кинокомедия,Мелодрама","(['Григорий Константинопольский'],)",Россия,,,2010,https://www.imdb.com/title/tt1873603/
Самка,"Жанры игрового кино,Мелодрама,Фильм нуар","(['Гарри Келлер (страница отсутствует)'],)",США,,,1958,https://www.imdb.com/title/tt0050385/
Самба,Жанры игрового кино,"(['Толедано, Эрик', 'Накаш, Оливье'],)",Франция,,,2014,https://www.imdb.com/title/tt3399024/
Самая старая оставшаяся в живых вдова конфедератов рассказывает…,"Жанры игрового кино,Мелодрама","(['Камерон, Кен (страница отсутствует)'],)",США,,,1994,https://www.imdb.com/title/tt0110721/
Самая послушная,Жанры игрового кино,"(['Гуревич, Леонид Абрамович', 'Абдылдаев, Бекеш'],)",СССР,,,1965,
Самая плохая ведьма,"Жанры игрового кино,Семейный фильм,Фэнтези","(['Янг, Роберт'],)",Великобритания,,,1986,https://www.imdb.com/title/tt0092239/
Самая плохая ведьма,"Жанры игрового кино,Семейный фильм","(['Морган, Эндрю', 'Кирби, Алекс (страница отсутствует)'],)",,,,,https://www.imdb.com/title/tt0179061/
Самая обыкновенная пара,"Жанры игрового кино,Романтическая кинокомедия","([],)",Республика Корея,,,2013,https://www.imdb.com/title/tt3004788/
Самая обаятельная и привлекательная,"Жанры игрового кино,Кинокомедия","(['Бежанов, Геральд Суренович'],)",СССР,,,,https://www.imdb.com/title/tt0089957/
Самая красивая женщина в мире,"Жанры игрового кино,Кинокомедия,Драма (жанр),Мелодрама,Музыкальный фильм","(['Леонард, Роберт (режиссёр)'],)","Италия,Франция",,,1955,https://www.imdb.com/title/tt0048006/
Самая красивая жена,"Жанры игрового кино,Драма (жанр)","(['Дамиани, Дамиано'],)",Италия,,,,https://www.imdb.com/title/tt0232114/
Самая длинная соломинка,"Жанры игрового кино,Драматический фильм","(['Ритенберга, Дзидра'],)",СССР,,,1982,https://www.imdb.com/title/tt2396619/
Самая красивая,"Жанры игрового кино,Драма (жанр)","(['Висконти, Лукино'],)",,Италия,1951,,https://www.imdb.com/title/tt0043332/
Самая большая луна,"Жанры игрового кино,Фэнтези","(['Попогребский, Алексей Петрович'],)",Россия,,,2024,https://www.imdb.com/title/tt16306654/
Самаритянка,"Жанры игрового кино,Драма (жанр)","(['Ким Ки Дук'],)",Республика Корея,,,2004,https://www.imdb.com/title/tt0397619/
Самаритянин,"Жанры игрового кино,Научная фантастика в кинематографе,Супергеройский фильм,Драма (жанр)","(['Джулиус Эйвери (страница отсутствует)'],)",США,,,2022,https://www.imdb.com/title/tt5500218/
Самаритянин,"Жанры игрового кино,Неонуар,Триллер","([],)","США,Канада",,,2012,https://www.imdb.com/title/tt1867093/
Самара-городок,"Жанры игрового кино,Мелодрама","(['Снисаренко, Павел Иванович (страница отсутствует)'],)",,,,2004,https://www.imdb.com/title/tt0417360/
Саманта: Каникулы американской девочки,"Жанры игрового кино,Драма (жанр),Семейный фильм","(['Надя Тэсс (страница отсутствует)'],)",США,,,2004,https://www.imdb.com/title/tt0412366/
Саманта,"Жанры игрового кино,Кинокомедия","(['Ла Рок, Стефан (страница отсутствует)'],)",,Соединённые Штаты Америки,,1991,https://www.imdb.com/title/tt0102832/
Сама жизнь,"Жанры игрового кино,Мелодрама","(['Фогельман, Дэн (страница отсутствует)'],)",США,,,"Марти Боуэн,Дэн Фогельман,Вик Годфри,Аарон Райдер,2018",https://www.imdb.com/title/tt5989218/
Сама жизнь,"Жанры игрового кино,Кинокомедия,Драматический фильм","([],)",,Соединённые Штаты Америки,2014,,https://www.imdb.com/title/tt2933544/
Сам я — вятский уроженец,"Жанры игрового кино,Кинокомедия,Лубок","(['Кольцов, Виталий Михайлович'],)",Россия,,,1992,https://www.imdb.com/title/tt0235739/
Сам по себе,"Жанры игрового кино,Драматический фильм","([],)",,Франция,2010,,https://www.imdb.com/title/tt1495823/
"Салют, Мария!","Жанры игрового кино,Военно-патриотическая драма (страница отсутствует)","(['Хейфиц, Иосиф Ефимович'],)",СССР,,,1970,https://www.imdb.com/title/tt0171714/
